product_id,title,authors,original_price,current_price,discount,discount_percent (%),quantity,category,n_review,avg_rating,pages,manufacturer
74021317,Cây Cam Ngọt Của Tôi,José Mauro de Vasconcelos,108000,64800,43200,0.4,53075,Tiểu Thuyết,11481,5.00,244,Nhà Xuất Bản Hội Nhà Văn
184466860,Hành Tinh Của Một Kẻ Nghĩ Nhiều,Nguyễn Đoàn Minh Thư,86000,59900,26100,0.3034883721,7929,Sách tư duy - Kỹ năng sống,780,4.80,184,Nhà Xuất Bản Thế Giới
73787185,Những Tù Nhân Của Địa Lý,Tim Marshall,210000,126000,84000,0.4,17896,Lĩnh vực khác,3623,4.80,430,Nhà Xuất Bản Hội Nhà Văn
52789367,Nhà Giả Kim (Tái Bản 2020),Paulo Coelho,79000,47400,31600,0.4,24668,Tác phẩm kinh điển,5131,5.00,228,Nhà Xuất Bản Hà Nội
147920903,Một Thoáng Ta Rực Rỡ Ở Nhân Gian,Ocean Vuong,135000,81000,54000,0.4,10000,Tiểu Thuyết,1636,4.80,304,Nhà Xuất Bản Hội Nhà Văn
3304875,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),Higashino Keigo,105000,63000,42000,0.4,25272,Truyện ngắn - Tản văn - Tạp Văn,3791,4.80,358,Unknown
167940010,Thao Túng Tâm Lý,Shannon Thomas,169000,103000,66000,0.3905325444,8152,Sách tư duy - Kỹ năng sống,785,4.80,328,Nhà Xuất Bản Dân Trí
117238177,Thư Viện Nửa Đêm,Matt Haig,150000,90000,60000,0.4,7166,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1544,4.80,424,Nhà Xuất Bản Hội Nhà Văn
189643105,Không Phải Sói Nhưng Cũng Đừng Là Cừu -Tặng kèm bookmark 2 mặt,Lê Bảo Ngọc,128000,96000,32000,0.25,4630,Sách tư duy - Kỹ năng sống,604,4.80,296,Nhà Xuất Bản Thế Giới
199216988,Càng Bình Tĩnh Càng Hạnh Phúc,Vãn Tình,139000,85180,53820,0.3871942446,3980,Sách tư duy - Kỹ năng sống,327,4.80,352,Nhà Xuất Bản Thế Giới
3954355,Yêu Những Điều Không Hoàn Hảo,Hae Min,139000,83400,55600,0.4,33316,Truyện ngắn - Tản văn - Tạp Văn,3431,4.80,300,Unknown
42230121,Hiểu Về Trái Tim (Tái Bản),Minh Niệm,138000,95200,42800,0.3101449275,25230,Sách tư duy - Kỹ năng sống,2990,4.80,480,Unknown
206840682,Quyền Lực Của Địa Lý - The Power Of Geography,Tim Marshall,280000,221000,59000,0.2107142857,164,Sách kinh tế học,14,4.60,559,Nhà Xuất Bản Phụ Nữ
52788072,Chiến Binh Cầu Vồng (Tái Bản 2020),Andrea Hirata,109000,65400,43600,0.4,17175,Tiểu Thuyết,3033,4.80,428,Nhà Xuất Bản Hội Nhà Văn
109017985,"Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",Cao Minh,179000,115001,63999,0.3575363128,20322,Truyện ngắn - Tản văn - Tạp Văn,4863,4.80,424,Nhà Xuất Bản Thế Giới
72459686,How Psychology Works - Hiểu Hết Về Tâm Lý Học,Jo Hemmings,300000,180000,120000,0.4,13802,Sách tư duy - Kỹ năng sống,3180,4.80,247,Nhà Xuất Bản Thế Giới
117254517,Đại Dương Đen - Những Câu Chuyện Từ Thế Giới Của Trầm Cảm,Đặng Hoàng Giang,240000,144000,96000,0.4,9627,Truyện ngắn - Tản văn - Tạp Văn,2013,5.00,322,Nhà Xuất Bản Hội Nhà Văn
7779328,Cú Săn Đêm,Samuel Bjork,134000,113900,20100,0.15,7,Tiểu Thuyết,0,0.00,400,Unknown
188940817,Vị Thần Của Những Quyết Định,Universe,79000,55100,23900,0.3025316456,4654,Sách Chiêm Tinh - Horoscope,648,4.80,320,Nhà Xuất Bản Thế Giới
15267827,Hoàng Tử Bé (Tái Bản 2019),Antoine De Saint-Exupéry,75000,45000,30000,0.4,20669,Truyện kể cho bé,3011,4.80,102,Unknown
69219919,Muôn Kiếp Nhân Sinh (Khổ Nhỏ),Nguyên Phong,98000,72000,26000,0.2653061224,12009,Unknown,2603,4.80,482,Nhà Xuất Bản Tổng hợp TP.HCM
3639597,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),Hae Min,85000,51000,34000,0.4,44869,Truyện ngắn - Tản văn - Tạp Văn,3702,4.80,256,Unknown
8885999,Totto - Chan Bên Cửa Sổ (Tái Bản),Kuroyanagi Tetsuko,98000,58800,39200,0.4,18288,Truyện dài,1829,5.00,236,Unknown
71345381,Thay Đổi Cuộc Sống Với Nhân Số Học,David A. Phillips,248000,141300,106700,0.4302419355,24563,Sách tư duy - Kỹ năng sống,4712,4.80,342,Nhà Xuất Bản Tổng hợp TP.HCM
92096344,Những Người Khốn Khổ (Boxet 2 Tập),Victor Hugo,499000,399000,100000,0.2004008016,2274,Tác phẩm kinh điển,553,4.80,1672,Nhà Xuất Bản Văn Học
3638033,Trăm Năm Cô Đơn,Gabriel Garcia Marquez,169000,101400,67600,0.4,7143,Truyện ngắn - Tản văn - Tạp Văn,989,4.70,496,Unknown
52785564,Dịch Hạch (Nobel Văn Chương 1957),Albert Camus,129000,77400,51600,0.4,2904,Tác phẩm kinh điển,508,4.60,392,Nhà Xuất Bản Dân Trí
97594364,Luật Tâm Thức - Giải Mã Ma Trận Vũ Trụ,Ngô Sa Thạch,320000,223001,96999,0.303121875,27672,Lĩnh vực khác,6325,4.70,408,Nhà Xuất Bản Dân Trí
1476937,Dám Bị Ghét,Koga Fumitake,96000,57600,38400,0.4,45858,Tiểu Thuyết,3457,4.80,336,Unknown
3828605,Chú Bé Mang Pyjama Sọc (Tái Bản 2018),John Boyne,68000,40800,27200,0.4,8464,Truyện kể cho bé,1351,5.00,253,Unknown
114937969,Rừng Nauy (Tái Bản),Haruki Murakami,150000,90000,60000,0.4,3660,Tiểu Thuyết,777,4.80,556,Nhà Xuất Bản Hội Nhà Văn
8885995,Sự Im Lặng Của Bầy Cừu (Tái Bản),Thomas Harris,115000,69000,46000,0.4,15845,Truyện dài,2469,4.80,347,Unknown
75953557,Tâm Lý Học Về Tiền,Morgan Housel,189000,133000,56000,0.2962962963,18383,"Sách tài chính, tiền tệ",2990,4.80,384,Nhà Xuất Bản Dân Trí
12377498,Bố Con Cá Gai (Tái Bản 2019),Cho Chang - In,96000,57600,38400,0.4,6384,Tiểu Thuyết,1025,4.80,340,Unknown
145288029,Xứ Cát,Frank Herbert,249000,149400,99600,0.4,5185,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1065,4.70,714,Nhà Xuất Bản Hội Nhà Văn
113530805,Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),Rosie Nguyễn,90000,54000,36000,0.4,6552,Sách tư duy - Kỹ năng sống,1273,4.80,291,Nhà Xuất Bản Hội Nhà Văn
26114399,"Nóng Giận Là Bản Năng , Tĩnh Lặng Là Bản Lĩnh",Tống Mặc,89000,57001,31999,0.3595393258,65623,Sách tư duy - Kỹ năng sống,6602,4.80,264,Unknown
56454897,Hiệu Sách Nhỏ Ở Paris,Nina George,149000,89400,59600,0.4,5665,Tiểu Thuyết,1069,4.80,452,Nhà Xuất Bản Hà Nội
197657911,Tiếng Núi,Kawabata Yasunari,220000,132000,88000,0.4,854,Tác phẩm kinh điển,79,4.80,384,Nhà Xuất Bản Hà Nội
70016692,Bắt Trẻ Đồng Xanh (Tái Bản 2020),Jerome David Salinger,88000,52800,35200,0.4,6679,Tiểu Thuyết,1547,4.80,328,Nhà Xuất Bản Hội Nhà Văn
204317934,1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà Tàng,Trần Đặng Đăng Khoa,325000,262000,63000,0.1938461538,768,Du ký,59,5.00,50,NXB Trẻ
106863963,Tâm Lý Học - Phác Họa Chân Dung Kẻ Phạm Tội,Diệp Hồng Vũ,145000,93001,51999,0.3586137931,16741,Sách tư duy - Kỹ năng sống,5540,4.80,280,Nhà Xuất Bản Thanh Niên
17336364,Phía Sau Nghi Can X (Tái Bản 2019),Higashino Keigo,109000,65400,43600,0.4,16595,Truyện trinh thám,3213,4.80,396,Unknown
53095307,Nàng Tóc Đỏ (Nobel Văn Chương 2006),Orhan Pamuk,120000,66000,54000,0.45,708,Tác phẩm kinh điển,85,4.70,320,Nhà Xuất Bản Dân Trí
10005245,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,John Gray,188000,135300,52700,0.2803191489,48419,Sách tư duy - Kỹ năng sống,3904,4.70,488,Unknown
127844385,Kiêu Hãnh Và Định Kiến (Tái Bản),Jane Austen,116000,86500,29500,0.2543103448,1932,Tiểu Thuyết,369,4.80,362,Nhà Xuất Bản Hội Nhà Văn
10095276,Ikigai - Bí Mật Sống Trường Thọ Và Hạnh Phúc Của Người Nhật,Ken Mogi,90000,54000,36000,0.4,5684,Sách tư duy - Kỹ năng sống,498,4.80,199,Unknown
54266567,Think And Grow Rich - Nghĩ Giàu Và Làm Giàu,Napoleon Hill,110000,72600,37400,0.34,8825,Bài học kinh doanh,1448,4.80,450,Nhà Xuất Bản Tổng hợp TP.HCM
100347903,Nói Một Cách Đơn Giản,Rhee Dongwoo,129000,98000,31000,0.2403100775,628,Sách tư duy - Kỹ năng sống,73,5.00,264,Nhà Xuất Bản Hà Nội
203701754,Một Họa Sĩ Phù Thế,Kazuo Ishiguro,169000,101400,67600,0.4,291,Tiểu Thuyết,21,5.00,299,Nhà Xuất Bản Văn Học
103379147,Bạch Dạ Hành (Tái Bản),Higashino Keigo,209000,125400,83600,0.4,3528,Truyện trinh thám,918,4.80,628,Nhà Xuất Bản Hội Nhà Văn
71990280,"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",Trương Tiếu Hằng,159000,111000,48000,0.3018867925,7744,Sách nghệ thuật sống đẹp,1242,4.80,450,Nhà Xuất Bản Thanh Niên
121635152,Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Yoo Eun Jung,119000,72780,46220,0.3884033613,7994,Sách tư duy - Kỹ năng sống,1418,5.00,304,Nhà Xuất Bản Dân Trí
14684956,Sáu Người Đi Khắp Thế Gian (Tập 2) ( Tái Bản 2019 ),James Albert Michener,150000,127500,22500,0.15,18,Du ký,4,5.00,564,Unknown
95470626,Combo 2 Cuốn: Muôn Kiếp Nhân Sinh + Muôn Kiếp Nhân Sinh 2 (Bìa Mềm),Nguyên Phong,436000,248500,187500,0.4300458716,5947,Unknown,1207,4.80,960,Nhà Xuất Bản Tổng hợp TP.HCM
72308265,Hoa Vẫn Nở Mỗi Ngày,Valérie Perrin,234000,140400,93600,0.4,3892,Tiểu Thuyết,793,4.80,532,Nhà Xuất Bản Hà Nội
69764541,Tâm Lý Học Hành Vi (Tặng Kèm 1 Bookmark ),Khương Nguy,98000,63001,34999,0.3571326531,13123,Sách tư duy - Kỹ năng sống,2505,5.00,276,Nhà Xuất Bản Hà Nội
143217512,Điềm Tĩnh Và Nóng Giận,Tạ Quốc Kế,96000,63320,32680,0.3404166667,6838,Sách tư duy - Kỹ năng sống,812,4.80,224,Nhà Xuất Bản Thế Giới
124767703,Cân Bằng Cảm Xúc Cả Lúc Bão Giông (Tặng Kèm Bookmark)(Tái Bản),Richard Nicholls,105000,76000,29000,0.2761904762,3906,Sách tư duy - Kỹ năng sống,497,5.00,336,Nhà Xuất Bản Thế Giới
27582931,How Money Works - Hiểu Hết Về Tiền,Dịch giả Bùi Thị Quỳnh Chi,300000,180000,120000,0.4,8546,Bài học kinh doanh,1291,4.70,257,Unknown
46240929,Rèn Luyện Tư Duy Phản Biện,Albert Rutherford,99000,54450,44550,0.45,25115,Sách tư duy - Kỹ năng sống,4341,4.80,204,Nhà Xuất Bản Phụ Nữ
205033951,Một chỗ trong đời,Annie Ernaux,69000,51700,17300,0.2507246377,240,Tác phẩm kinh điển,14,5.00,98,Nhà Xuất Bản Hội Nhà Văn
77105730,Tàn Ngày Để Lại (Bìa Cứng),Kazuo Ishiguro,169000,101400,67600,0.4,2895,Tiểu Thuyết,583,4.80,286,Nhà Xuất Bản Văn Học
52805060,Chúa Ruồi - Tiểu Thuyết (Nobel Văn Chương 1983)(Tái Bản 2020),William Golding,88000,52800,35200,0.4,3918,Tác phẩm kinh điển,744,4.80,326,Nhà Xuất Bản Văn Học
381234,Cuốn Sách Hoàn Hảo Về Ngôn Ngữ Cơ Thể - Body Language (Tái Bản),Allan & Barbara Pease,198000,159000,39000,0.196969697,30490,Sách tư duy - Kỹ năng sống,1076,4.70,456,Unknown
188695904,GIẬN (TBL22),Thích Nhất Hạnh,135000,116000,19000,0.1407407407,1802,Unknown,145,5.00,248,Nhà Xuất Bản Thế Giới
573722,Thạch Sùng Trên Gác Mái,Trịnh Lịch Nhi,59000,50150,8850,0.15,15,Truyện ngắn - Tản văn - Tạp Văn,3,5.00,98,Unknown
145288026,Chia Rẽ - Tại Sao Chúng Ta Đang Sống Trong Thời Đại Của Những Bức Tường,Tim Marshall,200000,120000,80000,0.4,1745,Truyện ngắn - Tản văn - Tạp Văn,272,4.80,396,Nhà Xuất Bản Dân Trí
52329763,Kafka bên bờ biển (Tái Bản 2020),Haruki Murakami,158000,94800,63200,0.4,4622,Tiểu Thuyết,986,4.80,530,Nhà Xuất Bản Hội Nhà Văn
161008715,Power Vs Force - Trường Năng Lượng Và Những Nhân Tố Quyết Định Hành Vi Của Con Người (Tái Bản),David R.Hawkins,179000,125300,53700,0.3,2792,Kiến Thức Bách Khoa,281,5.00,398,Nhà Xuất Bản Thế Giới
68585576,"Càng Kỷ Luật, Càng Tự Do",Ca Tây,109000,74000,35000,0.3211009174,17018,Sách tư duy - Kỹ năng sống,3219,4.80,288,Nhà Xuất Bản Thế Giới
195801692,Chuyện Con Mèo Lập Kèo Cứu Sách,Natsukawa Sosuke,119000,71400,47600,0.4,562,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,78,5.00,256,Nhà Xuất Bản Hà Nội
157432544,Giải Thích Ngữ Pháp Tiếng Anh (Với Bài Tập Và Đáp Án) (Tái Bản),Mai Lan Hương,220000,151800,68200,0.31,5616,Sách Học Tiếng Anh,1014,5.00,560,Nhà Xuất Bản Đà Nẵng
174444163,"Dear, Darling",Hiên,88000,61100,26900,0.3056818182,4735,Truyện ngắn - Tản văn - Tạp Văn,724,4.80,200,Nhà Xuất Bản Phụ Nữ Việt Nam
120509490,Thương Nhớ Mười Hai (Việt Nam Danh Tác) (Tái Bản),Vũ Bằng,99000,59400,39600,0.4,1119,Truyện ngắn - Tản văn - Tạp Văn,174,5.00,344,Nhà Xuất Bản Hội Nhà Văn
11122712,Bộ sách Làm Giàu Từ Chứng Khoán (How To Make Money In Stock) phiên bản mới + Hướng Dẫn Thực Hành CANSLIM Cho Người Mới Bắt Đầu,William J. O’Neil,700000,700000,0,0,14656,"Sách tài chính, tiền tệ",2320,4.80,1044,Nhà Xuất Bản Thế Giới
35355716,Gỗ Thần,Lưu Khánh Bang,79000,67150,11850,0.15,4,Truyện trinh thám,3,5.00,164,Unknown
120219394,Tôi Nói Gì Khi Nói Về Chạy Bộ,Haruki Murakami,76000,59000,17000,0.2236842105,89,Truyện ngắn - Tản văn - Tạp Văn,15,5.00,235,Nhà Xuất Bản Hội Nhà Văn
107802183,Sức Mạnh Tiềm Thức (Tái Bản),Joseph Murphyc,128000,84400,43600,0.340625,5034,Sách tư duy - Kỹ năng sống,711,5.00,336,Nhà Xuất Bản Tổng hợp TP.HCM
7718737,Nghệ Thuật Tư Duy Rành Mạch (Tái Bản),Rolf Dobelli,118000,70800,47200,0.4,9719,Sách tư duy - Kỹ năng sống,888,4.80,422,Unknown
147999778,Không Bao Giờ Là Thất Bại - Tất Cả Là Thử Thách (Ấn Bản Cập Nhật Đầy Đủ Nhất)(Bìa Cứng),Chung Ju Yung,268000,168800,99200,0.3701492537,6051,Bài học kinh doanh,490,5.00,512,Nhà Xuất Bản Dân Trí
527316,Mát Mát Lạnh Lạnh,Ngọc Bảo An,55000,43500,11500,0.2090909091,278,Truyện ngắn - Tản văn - Tạp Văn,13,4.70,126,Unknown
641906,Bí Mật Của Naoko,Higashino Keigo,108000,64800,43200,0.4,12680,Tiểu Thuyết,1293,4.70,468,Unknown
153045603,Người Giỏi Không Phải Là Người Làm Tất Cả (Tái Bản),Donna M. Genett,58000,38200,19800,0.3413793103,1278,Sách kỹ năng làm việc,88,5.00,116,Nhà Xuất Bản Tổng hợp TP.HCM
204806201,Chiến Tranh Tiền Tệ - Tập 5,Song Hong Bing,195000,137000,58000,0.2974358974,182,"Sách quản trị, lãnh đạo",15,5.00,215,Nhà Xuất Bản Lao Động
203957925,Monster #8 - Tập 6,Naoya Matsumoto,58000,49200,8800,0.1517241379,1438,Unknown,132,5.00,188,Nhà Xuất Bản Hồng Đức
1934493,Thiên Môn Chi Thánh,Phương Bạch Vũ,100000,75000,25000,0.25,497,Tiểu Thuyết,31,4.50,340,Unknown
174842858,Sức Mạnh Của Ngôn Từ (Tái Bản 2022),Don Gabor,108000,71200,36800,0.3407407407,837,Sách nghệ thuật sống đẹp,72,5.00,312,Nhà Xuất Bản Tổng hợp TP.HCM
207475540,Blue Flag Tập 8 [Tặng Kèm Bookmark PVC],Kaito,45000,45000,0,0,143,Unknown,15,4.70,244,Nhà Xuất Bản Kim Đồng
3071853,Homo Deus: Lược Sử Tương Lai,Yuval Noah Harari,189000,113400,75600,0.4,19927,Lịch Sử Thế Giới,1486,4.60,512,Unknown
27971953,Lược Sử Tôn Giáo,Richard Holloway,129000,77400,51600,0.4,4438,Unknown,579,4.70,308,Unknown
8886001,Giết Con Chim Nhại (Tái Bản),Harper Lee,120000,72000,48000,0.4,12199,Truyện dài,1379,4.80,229,Unknown
50414368,Án Mạng Mười Một Chữ,Higashino Keigo,110000,66000,44000,0.4,7392,Truyện trinh thám,1232,4.80,260,Nhà Xuất Bản Hà Nội
50072452,Lâu Đài Bay Của Pháp Sư Howl (Tái Bản 2020),Diana Wynne Jones,106000,63600,42400,0.4,5292,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1283,4.80,400,Nhà Xuất Bản Hội Nhà Văn
184419723,Sapiens Lược Sử Loài Người (Tái Bản 2022),Yuval Noah Harari,299000,191000,108000,0.3612040134,674,Lịch Sử Thế Giới,72,5.00,600,Nhà Xuất Bản Tri Thức
199692508,"Basic Economics: Kinh tế học cơ bản, a bờ cờ, kinh tế học nhập môn cho nhà đầu tư",Thomas Sowell,569000,569000,0,0,363,"Sách tài chính, tiền tệ",50,5.00,750,Nhà Xuất Bản Thế Giới
198414891,Hồ Sơ Tâm Lý Học Tâm Thần Hay Kẻ Điên,Mục Qua,189000,116180,72820,0.3852910053,643,Kiến Thức Bách Khoa,86,5.00,440,Nhà Xuất Bản Thanh Niên
21367457,Tôn Tử Binh Pháp ( Tái Bản ),Tôn Tử,76000,45600,30400,0.4,4002,Kiến Thức Bách Khoa,703,4.80,272,Unknown
168283405,Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022),Song Hong Bing,165000,116000,49000,0.296969697,3436,"Sách tài chính, tiền tệ",480,5.00,532,Nhà Xuất Bản Lao Động
23416722,How The Body Works - Hiểu Hết Về Cơ Thể,Phạm Hằng Nguyên,300000,180000,120000,0.4,5507,Unknown,940,4.80,220,Unknown
57762732,Nhà Đầu Tư Thông Minh (Tái Bản 2020),Benjamin Graham,199000,119400,79600,0.4,15154,Sách kỹ năng làm việc,2749,4.80,644,Nhà Xuất Bản Thế Giới
57325187,Người Giàu Có Nhất Thành Babylon (Tái Bản 2020),GEORGE SAMUEL CLASON,98000,64600,33400,0.3408163265,12729,Bài học kinh doanh,2134,5.00,216,Nhà Xuất Bản Tổng hợp TP.HCM
196932335,Đi khi ta còn trẻ,Trương Anh Ngọc,120000,72000,48000,0.4,423,Tiểu sử - Hồi ký,27,4.70,236,Nhà Xuất Bản Thế Giới
94159129,Franken-Stein Ở Baghdad,Ahmed Saadawi,148000,59200,88800,0.6,188,Tiểu Thuyết,36,4.70,356,Nhà Xuất Bản Hội Nhà Văn
69764534,Thợ Xăm Ở Auschwitz,Heather Morris,148000,88800,59200,0.4,2251,Tiểu Thuyết,447,4.80,384,Nhà Xuất Bản Văn Học
111285062,Đắc Nhân Tâm (Bìa Mềm)(Tái Bản),Dale Carnegie,86000,56700,29300,0.3406976744,6660,Sách nghệ thuật sống đẹp,757,4.80,320,Nhà Xuất Bản Tổng hợp TP.HCM
86517373,Khoa Học Về Nấu Ăn - The Science Of Cooking,Stuart Farrimond,350000,210000,140000,0.4,5937,Sách Nấu ăn,1239,4.80,258,Nhà Xuất Bản Thế Giới
205942260,Chuyện Đi Làm Hết Lòng,Na Lê,136000,116000,20000,0.1470588235,566,Sách nghệ thuật sống đẹp,0,0.00,444,Nhà Xuất Bản Dân Trí
179546070,Luật Hấp Dẫn - Quy Luật Về Sức Mạnh Của Linh Hồn Và Năng Lượng Chữa Lành Cơ Thể Từ Bên Trong,Prentice Mulford,129000,90200,38800,0.3007751938,929,Sách tư duy - Kỹ năng sống,86,5.00,264,Nhà Xuất Bản Thanh Niên
200780130,Người bà tài giỏi vùng Saga – Tập 9,Yoshichi Shimada,52000,43000,9000,0.1730769231,977,Unknown,81,5.00,194,Nhà Xuất Bản Phụ Nữ
53720978,"Trong Cái Không Có Gì Không ? (Thiền Sư Thích Nhất Hạnh Trả Lời Cho Trẻ Em Những Thắc Mắc Về Ý Nghĩa Cuộc Sống, Về Cái Chết, Về Gia Đình, Bạn Bè Và Nhiều Câu Hỏi Khác)",Thích Nhất Hạnh,160000,130000,30000,0.1875,3450,Sách nghệ thuật sống đẹp,392,5.00,72,Nhà Xuất Bản Kim Đồng
3608625,Payback Time - Ngày Đòi Nợ,Phil Town,299000,299000,0,0,31234,Bài học kinh doanh,4311,4.80,280,Nhà Xuất Bản Thế Giới
73633330,"Think And Grow Rich - 13 Nguyên Tắc Nghĩ Giàu, Làm Giàu (Tái Bản)",Napoleon Hill,110000,77000,33000,0.3,12230,Sách kỹ năng làm việc,1958,4.80,399,Nhà Xuất Bản Lao Động
148760924,How Management Works - Hiểu Hết Về Quản Lý,DK,330000,262000,68000,0.2060606061,1391,"Sách quản trị, lãnh đạo",204,4.80,244,Nhà Xuất Bản Thế Giới
35283863,Lược Sử Thế Giới,E.H. Gombrich,320000,192000,128000,0.4,5087,Lịch Sử Thế Giới,754,4.60,426,Nhà Xuất Bản Thế Giới
147988216,Combo 2 Cuốn : Dám Bị Ghét + Dám Hạnh Phúc,Kishimi Ichiro,206000,119480,86520,0.42,1482,Sách tư duy - Kỹ năng sống,267,5.00,59,Nhà Xuất Bản Lao Động
74341297,Không Sợ Chậm Chỉ Sợ Dừng ,Vãn Tình,129000,83001,45999,0.3565813953,13655,Sách nghệ thuật sống đẹp,2802,5.00,364,Nhà Xuất Bản Thế Giới
161008717,Kiếp Nào Ta Cũng Tìm Thấy Nhau: Câu Chuyện Về Những Linh Hồn Tri Kỷ Vĩnh Viễn Không Chia Lìa (Tái Bản),Brian L Weiss,99000,69300,29700,0.3,2734,Unknown,395,5.00,292,Nhà Xuất Bản Lao Động
49459956,Chủ Nghĩa Khắc Kỷ - Phong Cách Sống Bản Lĩnh Và Bình Thản,William B. Irvine,125000,87500,37500,0.3,24252,Kiến Thức Bách Khoa,3508,4.80,370,Nhà Xuất Bản Công Thương
76013378,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),Cole Nussbaumer Knaflic,319000,223000,96000,0.3009404389,8567,Sách kỹ năng làm việc,1641,5.00,280,Nhà Xuất Bản Thế Giới
77774625,"Nghệ Thuật Tập Trung - Nâng Cao Năng Suất, Tối Ưu Thời Gian, Hiệu Quả Bất Ngờ",Nhà tâm thần học DaiGo,99000,70100,28900,0.2919191919,8188,Sách tư duy - Kỹ năng sống,1565,4.80,208,Nhà Xuất Bản Thế Giới
75307228,OSHO - Yêu - Being In Love,Osho,168000,110800,57200,0.3404761905,671121,Sách nghệ thuật sống đẹp,1855,5.00,350,Nhà Xuất Bản Văn Hóa - Văn Nghệ TP.HCM
45902241,Tìm Mình Trong Thế Giới Hậu Tuổi Thơ,Đặng Hoàng Giang,142000,85200,56800,0.4,14728,Sách Tâm Lý Tuổi Teen,1578,4.80,404,Nhà Xuất Bản Hội Nhà Văn
85763211,Hãy Khiến Tương Lai Biết Ơn Vì Hiện Tại Bạn Đã Cố Gắng Hết Mình (Tặng Kèm: 01 Bookmark),Bạch Tô,99000,64001,34999,0.3535252525,10037,Sách tư duy - Kỹ năng sống,2253,5.00,320,Nhà Xuất Bản Văn Học
5067169,Luật Hấp Dẫn (Tái Bản),"Esther, Jerry Hicks",89000,53400,35600,0.4,7271,Sách tư duy - Kỹ năng sống,673,4.80,291,Unknown
54748899,Muôn Kiếp Nhân Sinh (Many Lives - Many Times),Nguyên Phong,168000,110800,57200,0.3404761905,45110,Unknown,5075,4.80,408,Nhà Xuất Bản Tổng hợp TP.HCM
50322710,48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),Robert Greene,200000,161000,39000,0.195,3738,Sách tư duy - Kỹ năng sống,585,4.80,150,NXB Trẻ
203954152,Blue Period - Tập 06,Yamaguchi Tsubasa,48000,41700,6300,0.13125,334,Unknown,29,5.00,192,NXB Trẻ
82912488,Từ Tốt Đến Vĩ Đại (Tái bản 2021),Jim Collins,130000,93800,36200,0.2784615385,8235,Sách kinh tế học,1119,5.00,484,NXB Trẻ
201877500,"Wyckoff 2.0: Tìm hiểu chuyên sâu về cấu trúc, hồ sơ khối lượng và dòng chảy lệnh trên thị trường",Rubén Villahermosa Chaves,499000,499000,0,0,246,"Sách tài chính, tiền tệ",27,5.00,348,Nhà Xuất Bản Thế Giới
140416370,Dòng Chảy,Mihaly Csikszentmihalyi,228000,150400,77600,0.3403508772,3128,Sách nghệ thuật sống đẹp,375,5.00,556,Nhà Xuất Bản Dân Trí
195801690,"The Witcher - Thuật Sĩ, Điều Ước Cuối Cùng",Andrzej Sapkowski,175000,105000,70000,0.4,534,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,75,4.80,352,Nhà Xuất Bản Hội Nhà Văn
206576737,Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition Tập 12 [Tặng Kèm Bookmark PVC],Kamui Fujiwara,75000,75000,0,0,139,Unknown,8,5.00,280,Nhà Xuất Bản Kim Đồng
73125816,Digital Marketing - Từ Chiến Lược Đến Thực Thi (Tái Bản 2020),Vinalink,220000,154000,66000,0.3,4487,Sách Marketing - Bán hàng,865,4.80,250,Nhà Xuất Bản Lao Động
201355034,Mỗi Một Người Đều Cần Nhiều Trạm Dừng,Linh – Minh Mẫn,118000,83900,34100,0.2889830508,443,Truyện ngắn - Tản văn - Tạp Văn,24,4.80,216,Nhà Xuất Bản Văn Học
207398348,Kingdom - Tập 39,Yasuhisa Hara,45000,39100,5900,0.1311111111,90,Unknown,2,5.00,216,NXB Trẻ
206308038,Lịch Nhã Nam - Những chú mèo văn chương - Happy New Year Quý Mão 2023,Tùng Nâm,88000,64000,24000,0.2727272727,112,Tác phẩm kinh điển,19,5.00,13,Nhà Xuất Bản Thế Giới
7833728,Dạy Con Làm Giàu (Tập 1) - Để Không Có Tiền Vẫn Tạo Ra Tiền - Cha Giàu Cha Nghèo (Tái Bản),Robert T. Kiyosaki,65000,52000,13000,0.2,36046,Bài học kinh doanh,3451,4.80,193,Unknown
